v_products_model,v_products_name_1,v_products_description_1,v_products_image,v_products_price,v_products_quantity,v_products_weight,v_date_avail,v_date_added,Category,v_manufacturers_name,Status
DOW 7305,Memoir '44: Pacific Theater Expansion,"<B>Designed By:</B> Richard Borg<BR><B>Published By:</B> Days of Wonder<BR><B>No. of Players:</B> 2<BR><B>Playing Time:</B> 40 Minutes<BR><B>Suggested Ages:</B> 8 and Up<BR><BR>This expansion for Memoir '44 takes you to the Pacific Theater, complete with a new Japanese army, new terrains and new command rules for the Imperial Japanese Army and the US marines.",memoir44pacifictheater.jpg,52.6,1,0,11/30/1999 0:00,9/2/2008 0:12,Board Games,Days of Wonder,Active
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
